ns,nd,nf,entropy,la,ld,lt,fix,ndev,age,nuc,exp,rexp,sexp,buggy_B,buggy_AG,buggy_MA,buggy_RA
2,3,8,2.70161,202,128,157.88,0,3,2.79,0.5,16,13.95,9,0,0,1,1
1,1,1,0.0,177,0,0.0,0,0,0.0,0.0,5,4.98,5,0,0,0,0
5,39,97,6.2918400000000005,356,543,162.47,0,10,51.54,2.66,381,248.94,457,0,1,0,0
1,7,8,2.3003,1836,148,148.13,0,3,0.63,1.25,6,5.97,6,0,0,0,0
1,5,8,2.00132,240,304,818.75,0,3,9.2,2.13,7,6.97,7,0,0,0,0
1,1,1,0.0,2,2,74.0,0,2,116.34,4.0,382,249.83,31,0,0,0,0
1,22,43,4.972569999999999,138,148,173.84,0,9,15.26,2.4,383,250.83,315,0,0,1,0
1,1,1,0.0,0,6,148.0,0,1,0.25,14.0,384,251.82,316,0,0,0,0
2,5,19,3.28059,479,1029,288.05,0,3,29.96,0.68,8,7.97,8,1,0,0,0
2,4,18,3.47005,504,666,123.67,0,6,30.63,2.28,48,26.64,55,0,0,0,0
1,1,2,0.9612370000000001,0,104,52.0,0,3,0.08,4.0,49,27.64,41,0,0,0,0
1,1,1,0.0,1,1,59.0,0,4,0.3,13.0,385,252.68,317,0,0,0,0
2,2,4,1.9656,9,6,203.0,0,6,2.67,9.0,386,253.66,404,0,0,0,0
1,1,1,0.0,9,4,116.0,0,4,5.13,9.0,387,254.63,87,0,0,0,0
1,3,24,4.16531,0,7171,298.79,0,3,14.79,0.5,9,8.96,9,0,0,0,0
1,2,6,2.5636799999999997,91,3,481.83,0,3,1.94,2.33,10,9.95,10,0,0,0,0
3,5,13,2.83677,66,40,137.23,0,9,5.2,5.23,50,28.61,58,0,0,0,0
1,2,3,1.2494299999999998,201,6,51.0,0,4,0.07,4.0,51,29.6,43,0,0,0,0
1,2,5,1.9221099999999998,260,148,69.6,0,4,1.02,2.6,52,30.51,44,0,0,0,0
1,1,1,0.0,16,2,89.0,0,1,0.02,1.0,53,31.51,45,0,0,0,0
2,2,1,0.0,104,38,155.0,0,1,0.35,1.0,54,32.49,46,0,0,0,0
1,6,17,3.44538,1485,20,74.53,0,5,2.09,2.82,4,3.86,2,0,0,0,0
1,6,17,3.44538,20,1485,160.71,0,5,0.01,2.88,5,4.86,3,0,0,0,0
1,1,5,1.22775,149,20,253.4,1,5,0.25,10.0,6,5.85,4,1,1,1,1
1,1,1,0.0,1,1,600.0,0,2,2.9,3.0,7,6.85,5,0,0,0,0
1,1,1,0.0,1,1,668.0,0,1,3.55,1.0,8,7.85,6,0,0,0,0
1,1,1,0.0,5,2,585.0,0,5,0.01,26.0,9,8.85,7,1,0,0,0
1,1,1,0.0,20,0,318.0,0,5,0.02,41.0,10,9.85,8,1,1,1,1
1,1,1,0.0,14,0,297.0,0,5,6.82,49.0,11,10.85,9,1,1,1,1
1,1,1,0.0,1,1,588.0,0,5,0.03,27.0,12,11.85,10,0,0,0,0
1,1,1,0.0,33,15,177.0,0,5,0.04,23.0,13,12.85,11,0,0,0,0
1,5,12,3.14308,1330,0,0.0,0,0,0.0,0.0,14,13.85,12,1,1,1,1
3,3,3,1.4459,24,31,198.67,0,3,12.0,9.0,29,23.39,24,0,0,0,0
1,1,2,1.0,25,15,119.5,0,1,172.48,1.5,389,254.92,320,0,0,0,0
1,1,1,0.0,2,1,232.0,1,2,0.12,19.0,15,14.84,2,0,0,0,0
1,1,2,0.391244,14,12,124.5,0,1,0.04,2.0,390,255.89,321,0,0,0,0
1,1,1,0.0,14,2,176.0,0,3,16.08,14.0,391,256.77,89,0,0,0,0
1,1,1,0.0,40,11,188.0,0,3,0.41,15.0,392,257.57,90,0,0,0,0
1,1,1,0.0,6,0,247.0,0,5,14.86,145.0,393,258.56,91,0,0,0,0
1,1,1,0.0,15,2,217.0,0,3,0.0,16.0,394,259.56,92,0,0,0,0
1,1,2,0.625262,87,9,38.0,0,1,3.93,0.5,395,260.56,322,1,1,1,0
1,2,3,1.2030299999999998,82,14,1154.67,0,5,11.61,6.0,396,261.44,10,0,0,0,0
1,1,1,0.0,6,4,278.0,0,1,38.27,2.0,397,261.47,21,0,0,0,0
1,15,26,4.49276,34,48,133.04,0,10,12.37,3.23,398,262.46,323,1,1,1,1
1,2,2,0.173586,341,6,1346.0,1,4,1.52,6.5,399,262.87,11,0,0,0,0
5,31,47,4.699669999999999,179,214,350.49,0,9,12.51,2.83,400,263.74,463,1,1,1,1
1,1,1,0.0,2,2,76.0,0,1,44.45,3.0,401,264.35,325,0,0,0,0
1,1,2,0.992399,66,12,405.5,0,1,63.4,8.5,402,264.81,326,0,0,0,0
4,22,70,5.05079,801,655,342.67,1,11,18.66,2.19,16,15.57,19,1,1,1,1
2,2,2,0.749595,5,9,334.0,0,5,0.01,24.0,17,16.57,17,1,1,1,1
1,1,1,0.0,2,1,605.0,0,5,0.06,42.0,18,17.57,15,0,0,0,0
5,5,5,2.0739,79,47,271.6,0,8,14.22,48.2,19,18.57,23,0,0,0,0
1,3,3,1.53948,10,1,123.33,0,5,36.76,12.67,403,264.42,327,1,0,0,0
1,1,1,0.0,1,1,492.0,0,7,13.7,36.0,17,14.43,13,0,0,0,0
1,1,1,0.0,15,9,492.0,0,8,0.67,37.0,18,15.4,14,0,0,0,0
1,1,1,0.0,1,0,121.0,0,3,81.68,7.0,19,16.39,1,0,0,0,0
1,1,2,0.85596,107,0,0.0,0,0,0.0,0.0,20,19.31,0,0,0,0,0
1,1,3,1.57741,14,0,310.0,0,5,6.08,19.67,21,20.25,17,1,1,1,0
1,1,1,0.0,34,19,103.0,1,4,13.07,14.0,20,17.3,15,1,0,0,0
1,4,5,1.26807,14,15,247.6,0,7,21.6,9.2,404,262.85,328,0,0,0,0
3,9,17,3.43874,1100,312,94.94,0,5,15.09,1.59,21,18.24,27,1,1,1,1
2,8,32,3.9981800000000005,1237,953,131.38,0,2,33.1,0.63,22,19.23,26,1,0,1,1
4,4,6,1.66015,66,10,182.5,0,6,14.39,29.33,405,263.3,149,0,0,0,0
1,1,2,1.0,6,6,778.0,0,3,14.92,4.5,23,20.22,2,0,0,0,0
2,3,4,0.514625,218,54,266.25,0,3,78.52,16.0,406,264.28,424,0,0,0,0
1,2,4,1.98987,98,147,542.75,0,5,17.24,3.75,24,21.18,3,0,0,0,0
1,2,2,1.0,8,2,97.0,0,5,12.82,12.5,25,22.17,18,1,0,0,0
1,5,5,1.29653,99,13,305.4,0,8,21.22,10.8,26,23.12,19,0,1,1,1
1,1,1,0.0,1,1,338.0,0,5,4.36,53.0,27,24.11,4,1,1,1,0
1,2,2,0.9798690000000001,24,24,211.0,0,3,2.39,4.0,28,25.1,4,1,0,0,0
1,2,3,1.41402,356,202,202.67,0,3,10.7,6.67,29,26.1,5,1,0,0,0
1,1,1,0.0,132,0,0.0,0,0,0.0,0.0,12,11.38,1,0,0,0,0
1,1,1,0.0,6,4,122.0,0,3,6.68,8.0,30,27.06,2,0,0,0,0
4,4,4,1.90313,0,48,216.5,0,7,16.18,50.5,31,28.05,32,0,0,0,0
3,7,10,2.37891,50,48,166.0,0,4,3.66,2.0,32,29.05,38,1,0,1,1
2,2,2,0.970951,8,2,170.0,0,6,1.67,75.0,33,30.05,19,0,0,0,0
1,1,3,1.33026,24,30,180.33,1,5,39.23,9.0,55,32.39,47,0,0,0,0
1,14,46,4.3926,130,464,338.24,0,7,17.43,2.5,407,263.6,13,1,1,1,0
2,2,2,0.63431,0,25,419.0,0,7,2.05,102.0,34,31.0,25,0,0,0,0
1,3,12,3.38535,1483,0,13.42,0,5,1.87,6.0,35,32.0,8,1,0,1,1
1,1,1,0.0,5,0,84.0,0,2,3.68,2.0,408,264.43,2,0,0,0,0
2,3,3,0.0,0,1,225.67,0,5,19.09,12.0,36,32.97,36,0,1,0,0
2,5,6,2.41938,9,9,104.0,0,2,12.34,1.17,37,33.97,38,0,0,0,0
1,2,6,1.98689,138,81,140.17,0,2,0.47,1.0,38,34.97,9,1,0,1,1
1,5,13,2.8991700000000002,703,66,85.46,0,8,25.08,4.77,56,33.33,48,0,0,0,0
1,2,2,1.0,2,2,176.5,0,3,0.01,4.5,57,34.33,49,0,0,0,0
3,33,50,5.10685,151,166,219.9,0,10,18.5,3.12,409,265.12,426,1,1,1,1
1,1,1,0.0,3,1,251.0,0,5,0.29,16.0,39,35.91,15,0,0,0,0
1,2,4,1.12497,5,611,442.75,0,5,6.24,5.75,40,36.88,5,0,0,0,0
1,5,15,3.2956,597,401,142.93,0,3,2.2,0.87,41,37.84,10,1,0,1,1
1,1,1,0.0,1,1,182.0,0,3,27.23,13.0,410,265.62,331,0,0,0,0
1,1,1,0.0,76,3,187.0,0,2,1.19,6.0,42,38.82,16,1,0,0,0
2,2,1,0.0,0,0,260.0,0,2,0.0,7.0,43,39.82,28,0,0,0,0
1,5,9,2.2372,369,57,176.33,0,3,1.09,1.78,44,40.81,12,1,0,0,0
1,3,3,1.42526,216,186,209.0,0,2,0.25,3.67,45,41.81,13,1,0,1,1
1,1,1,0.0,38,33,165.0,0,5,2.57,28.0,46,42.77,6,1,0,0,0
1,6,9,2.60898,351,290,134.56,0,3,33.54,3.78,47,43.76,25,1,0,1,1
2,2,3,0.180207,209,0,39.67,0,2,4.0,1.0,336,201.31,6,0,0,0,0
1,1,1,0.0,158,119,213.0,0,2,2.96,6.0,48,44.67,26,1,0,0,1
1,15,32,4.137919999999999,127,133,179.59,0,10,13.58,4.06,411,265.81,332,1,1,1,1
5,5,5,2.26096,9,11,213.2,0,8,3.35,43.4,412,266.8,510,0,0,0,0
1,1,1,0.0,5,4,736.0,0,2,2.61,15.0,49,45.66,27,1,0,0,0
1,1,1,0.0,9,7,191.0,0,1,34.11,2.0,413,267.76,334,0,0,0,0
2,3,3,1.49786,15,11,216.0,1,3,29.31,7.67,50,46.63,42,1,1,1,1
1,5,7,2.3700200000000002,75,29,179.29,0,3,3.77,2.0,22,20.73,4,1,1,1,1
1,1,1,0.0,12,2,268.0,0,2,1.59,10.0,51,47.62,15,1,0,1,1
1,1,1,0.0,8,7,204.0,0,1,1.15,1.0,337,201.9,1,0,0,0,0
2,2,1,0.0,94,79,236.0,0,2,8.46,10.0,52,48.6,45,1,0,0,0
1,1,1,0.0,2,1,144.0,0,2,22.56,6.0,53,49.56,17,0,0,0,0
1,1,1,0.0,39,23,224.0,0,2,3.73,4.0,338,202.63,155,0,0,0,0
1,1,1,0.0,5,5,240.0,1,3,0.0,5.0,339,203.63,156,0,0,0,0
2,2,2,0.9852280000000001,5,2,241.5,1,3,0.81,6.5,340,204.63,92,0,0,1,1
1,21,58,5.171469999999999,1687,1852,141.53,0,6,39.12,1.57,54,50.51,18,1,0,1,1
1,1,1,0.0,1,1,240.0,1,3,0.01,6.0,341,205.62,157,0,0,0,0
1,1,5,2.04429,32,24,67.6,0,3,0.0,2.8,56,52.51,19,0,0,0,0
1,15,59,5.43521,2285,2135,149.17,0,3,77.79,0.44,58,54.5,31,1,0,1,1
1,1,6,2.24555,147,135,81.0,0,3,142.3,3.17,59,55.5,32,1,0,0,0
1,9,69,5.49175,2657,2360,132.91,0,11,31.31,2.14,61,57.49,34,1,1,1,1
1,1,1,0.0,6,6,723.0,0,8,0.01,34.0,62,58.49,35,1,0,0,0
1,1,1,0.0,1,1,723.0,0,8,0.02,35.0,63,59.49,36,1,0,0,0
1,1,1,0.0,5,1,23.0,0,4,58.01,10.0,23,21.67,18,0,0,0,0
1,1,1,0.0,1,1,571.0,0,5,4.93,44.0,24,22.67,19,1,1,1,1
1,2,2,0.713147,31,15,155.5,0,2,11.89,2.5,25,23.67,20,1,1,1,1
1,2,4,1.68419,13,8,294.75,0,8,0.13,13.75,64,60.47,37,0,0,0,0
1,1,1,0.0,74,52,386.0,0,3,1.1,18.0,65,61.34,19,0,0,0,0
1,1,1,0.0,13,0,237.0,0,4,2.36,132.0,342,206.19,107,0,0,0,0
1,1,1,0.0,3,0,208.0,0,1,1.18,3.0,343,207.19,3,0,0,0,0
1,2,2,0.974025,36,1,195.0,0,5,4.12,10.0,26,24.61,21,0,0,0,0
1,3,3,1.17836,285,5,43.0,0,2,0.0,3.33,67,63.19,39,0,0,0,0
2,7,15,3.62563,166,74,245.27,0,4,1.8,7.33,414,266.82,433,0,0,0,0
1,1,1,0.0,3,3,510.0,0,2,0.9,8.0,416,268.7,337,0,0,0,0
1,5,6,2.5190799999999998,13,12,148.83,0,5,1.11,5.5,417,269.7,338,0,0,0,0
2,2,2,0.173342,305,4,55.5,0,2,1.78,3.0,68,63.92,61,1,0,1,1
1,1,1,0.0,6,5,106.0,0,2,3.58,5.0,418,270.29,339,0,0,0,0
1,1,1,0.0,104,23,301.0,0,1,0.1,1.0,69,64.9,22,1,0,1,1
1,1,1,0.0,1,1,382.0,0,1,0.0,2.0,70,65.9,23,0,0,0,0
1,1,1,0.0,58,39,382.0,0,1,0.01,3.0,419,271.27,35,1,0,1,1
2,2,2,0.605187,17,10,362.0,0,4,2.43,29.0,420,272.24,440,0,0,0,0
2,2,2,0.721928,22,8,245.0,1,4,2.95,18.5,71,66.71,41,1,0,1,1
1,1,1,0.0,12,9,287.0,1,4,0.0,34.0,72,67.7,42,0,0,0,0
1,1,1,0.0,2,1,336.0,0,2,3.2,6.0,27,25.34,5,0,0,0,0
1,1,1,0.0,8,12,179.0,0,2,2.52,10.0,28,26.34,5,0,0,0,0
2,7,17,3.8282599999999998,1014,22,32.12,0,4,15.07,2.12,421,272.17,442,0,0,0,0
1,2,2,0.543564,108,4,462.5,0,5,14.15,16.0,29,27.25,22,1,1,1,1
3,13,20,3.26936,1063,43,111.6,0,8,11.04,12.55,30,28.22,35,1,1,1,1
1,2,11,2.59075,299,533,148.82,0,2,5.26,0.73,0,0.0,0,0,0,0,0
1,1,1,0.0,1,1,59.0,0,2,4.34,5.0,73,68.32,24,1,0,1,1
3,27,42,4.73029,216,229,169.81,0,10,4.66,2.93,422,271.6,480,1,1,1,1
1,1,4,1.57461,18,28,83.5,0,6,8.3,7.75,74,69.0,43,1,0,0,1
1,1,1,0.0,1,2,220.0,0,2,0.09,2.0,423,272.56,343,0,0,0,0
3,4,8,2.3216799999999997,394,116,401.13,0,6,9.62,12.0,75,69.98,76,1,1,1,1
1,2,2,0.9182959999999999,16,14,192.0,0,9,6.66,27.5,76,70.97,45,0,0,0,0
1,1,1,0.0,1,1,296.0,0,6,0.07,56.0,77,71.97,8,1,1,1,0
1,1,1,0.0,2,2,341.0,0,6,0.08,47.0,78,72.96,9,1,0,0,0
1,1,1,0.0,3,2,296.0,0,6,0.03,57.0,79,73.96,10,0,0,0,0
1,1,1,0.0,2,2,297.0,0,6,0.01,58.0,80,74.96,11,1,1,1,1
1,1,1,0.0,2,2,103.0,0,4,0.27,10.0,81,75.95,46,0,0,1,0
1,1,1,0.0,118,7,551.0,0,2,0.18,5.0,31,29.05,7,1,0,0,0
0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,1,0.99,0,0,0,0,0
5,32,61,5.64567,100,136,208.08,0,7,11.78,2.85,424,273.14,500,1,0,0,0
1,1,1,0.0,0,6,156.0,0,2,1.14,2.0,32,29.99,7,0,0,0,0
1,1,1,0.0,1,2,150.0,0,2,0.41,3.0,33,30.96,8,0,0,0,0
0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,34,31.9,0,0,0,0,0
1,2,3,1.32092,24,1,497.0,0,6,10.93,18.67,82,76.5,12,1,1,1,1
2,16,28,3.96201,1277,1290,236.0,0,10,13.69,5.04,83,76.69,68,1,1,1,1
2,2,2,0.23292800000000002,31,48,233.0,0,3,12.15,9.0,84,77.6,27,1,0,0,0
1,1,1,0.0,84,67,229.0,0,3,0.01,14.0,85,78.6,27,1,0,1,0
1,1,2,0.825627,13,14,309.0,0,6,14.15,7.5,86,79.56,48,0,0,0,0
1,1,1,0.0,14,2,251.0,0,4,0.51,10.0,87,80.45,49,0,0,0,0
1,1,1,0.0,43,37,619.0,0,6,5.4,47.0,425,270.47,16,1,1,1,1
4,4,20,1.87677,304,83,15.65,0,4,1.0,0.45,35,32.4,10,1,0,1,1
1,1,2,0.425066,94,33,64.0,0,3,9.47,2.5,36,33.4,2,0,0,0,0
1,1,1,0.0,2,3,198.0,0,1,0.31,1.0,2,1.95,0,0,0,0,0
1,1,1,0.0,0,0,182.0,0,3,0.31,7.0,3,2.95,0,0,0,0,0
1,1,1,0.0,7,7,144.0,0,3,8.5,11.0,4,3.95,1,0,0,0,0
1,3,5,1.69514,61,32,366.8,0,6,21.61,12.6,88,81.21,13,1,1,1,1
1,1,1,0.0,9,7,359.0,0,6,0.05,49.0,89,82.2,14,1,0,1,1
1,4,8,2.37643,423,210,130.63,0,6,9.59,3.0,90,83.07,50,1,0,1,1
1,1,1,0.0,3,2,246.0,0,3,2.55,15.0,91,84.07,28,0,0,0,0
1,1,1,0.0,2,2,569.0,0,2,9.07,2.0,426,270.46,2,0,0,0,0
5,20,45,5.24991,710,185,140.44,0,10,37.85,1.4,427,271.39,406,0,1,1,1
1,1,1,0.0,47,0,360.0,0,5,74.26,7.0,5,4.92,0,0,0,0,0
1,2,2,0.523621,108,53,164.5,0,1,1.28,0.5,428,271.95,346,1,0,0,0
5,29,48,4.41836,162,235,362.33,0,10,19.58,4.48,429,272.85,512,1,1,1,1
1,1,1,0.0,6,0,23.0,0,4,77.81,10.0,37,34.14,24,1,0,0,0
1,1,3,1.5849600000000001,3,3,502.67,0,6,9.35,29.0,38,35.14,25,1,1,1,1
1,1,2,0.970951,4,6,159.0,0,3,9.23,8.0,39,36.14,8,0,0,0,0
2,2,3,0.294598,70,0,6.0,0,1,1.15,0.33,40,37.1,10,0,0,1,1
1,4,4,1.56136,49,19,147.75,0,2,11.28,2.0,41,38.1,26,0,0,0,0
1,2,5,2.2559400000000003,642,20,80.6,1,2,0.2,1.0,42,39.1,10,1,1,1,1
2,4,5,1.56595,52,58,66.0,0,4,4.97,3.0,43,40.1,13,0,0,1,0
1,2,14,3.4884699999999995,709,116,98.43,0,3,4.54,0.79,6,5.9,2,1,0,1,1
1,2,2,0.87195,73,74,129.5,0,2,23.53,6.5,430,271.66,348,1,0,0,0
1,1,1,0.0,1,1,370.0,1,8,4.28,50.0,431,272.66,349,0,0,0,0
1,2,4,1.8776400000000002,11,7,71.75,0,3,22.72,5.25,432,273.43,105,0,0,0,0
1,1,1,0.0,5,5,92.0,0,2,0.14,9.0,433,274.35,106,0,0,0,0
1,1,7,2.2667900000000003,238,9,33.86,0,3,3.29,2.57,434,275.22,107,0,0,0,0
1,1,1,0.0,11,1,522.0,0,5,29.92,98.0,7,6.82,0,0,0,0,0
3,16,23,3.9624699999999997,139,122,169.43,0,8,18.3,2.96,435,275.93,498,1,1,1,1
1,3,3,1.18639,23,23,143.33,0,2,0.51,5.33,92,83.54,51,0,0,1,1
1,1,1,0.0,3,3,91.0,0,1,0.79,1.0,436,276.81,109,0,0,0,0
1,1,1,0.0,65,0,407.0,0,6,6.71,8.0,14,12.35,1,0,0,0,0
4,4,4,1.45369,36,2,238.75,0,8,22.39,50.0,15,13.35,18,0,0,0,0
2,2,2,0.8554510000000001,32,18,351.0,0,8,0.06,95.0,16,14.34,4,0,0,0,0
9,9,9,3.14642,43,47,222.0,0,9,14.55,29.22,17,15.34,26,0,0,0,0
0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,18,16.34,0,0,0,0,0
9,9,9,3.13048,40,40,221.56,0,9,0.0,29.33,19,17.34,35,0,0,0,0
2,4,6,1.6941,267,24,123.67,0,3,20.8,3.17,15,11.18,17,1,0,1,1
1,1,1,0.0,47,7,184.0,0,1,0.23,1.0,16,12.18,8,1,0,1,1
1,1,1,0.0,9,3,224.0,0,1,0.05,2.0,17,13.18,9,0,0,0,0
1,1,1,0.0,0,5,136.0,0,1,6.07,4.0,20,18.07,6,0,0,0,0
2,10,20,3.8464699999999996,360,68,225.45,0,4,36.12,6.05,437,274.25,461,1,0,0,0
1,6,7,2.60583,58,59,200.14,0,4,45.34,11.43,438,275.12,352,0,0,0,0
2,3,6,2.10133,350,36,26.83,0,6,1.17,27.5,21,19.02,6,0,0,0,0
1,1,4,1.31219,0,235,58.75,0,3,28.83,1.5,22,20.02,0,0,0,0,0
10,10,10,1.29578,649,700,207.1,0,9,5.04,26.7,23,21.02,47,0,0,0,0
3,4,18,3.62351,1579,16,34.89,0,6,0.19,9.28,24,21.83,8,0,0,0,0
0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,8,7.57,0,0,0,0,0
1,1,1,0.0,1,1,144.0,0,4,37.89,31.0,439,273.57,353,0,0,0,0
2,3,5,1.9548299999999998,596,65,139.8,0,6,0.39,33.6,25,22.72,9,0,0,0,0
1,1,3,1.2638,0,503,167.67,0,1,1.96,0.33,26,23.72,1,0,0,0,0
2,2,2,0.127419,31,26,284.5,0,3,19.34,4.0,27,24.72,11,0,0,0,0
1,1,1,0.0,1,1,51.0,1,2,38.41,4.0,440,273.01,354,0,0,0,0
1,1,1,0.0,52,17,230.0,0,1,13.54,3.0,18,13.77,10,0,0,1,1
1,1,4,1.9975,68,0,239.25,0,2,40.82,2.0,441,273.61,355,0,0,0,0
5,12,15,3.3085199999999997,32,37,184.67,0,10,23.42,7.6,442,273.7,532,1,0,0,0
1,2,4,1.9695599999999998,172,60,133.25,0,2,20.85,6.75,443,274.69,357,0,0,0,0
1,1,1,0.0,1,1,51.0,0,2,2.61,5.0,444,275.69,358,0,0,0,0
1,1,1,0.0,3,1,120.0,0,4,44.56,16.0,445,276.2,359,0,0,0,0
1,1,1,0.0,6,2,182.0,1,4,42.95,16.0,446,277.05,360,0,0,0,0
1,3,3,1.49492,7,4,94.0,0,4,30.01,6.67,447,277.67,361,0,0,0,0
1,1,1,0.0,9,1,87.0,0,2,43.02,3.0,448,278.67,362,0,0,0,0
2,5,5,1.30454,26,48,120.0,0,6,24.01,9.6,449,279.65,405,1,0,0,0
2,8,9,2.82661,121,58,133.89,0,6,12.38,6.0,450,280.15,407,1,0,1,1
1,2,2,0.523306,128,101,411.5,1,2,33.25,11.0,451,281.15,365,1,0,0,0
1,3,4,1.9121099999999998,13,14,105.5,1,4,10.14,6.0,452,282.08,366,1,0,0,0
1,2,9,2.87194,0,479,78.33,0,7,225.78,18.67,453,283.07,112,0,0,0,0
2,9,10,3.08506,13,13,143.9,0,6,2.38,5.6,454,284.01,411,1,0,0,0
1,3,3,1.11304,21,8,150.0,0,6,0.65,15.0,455,284.66,368,0,0,0,0
1,1,1,0.0,6,8,112.0,1,2,47.55,10.0,456,285.64,369,0,0,0,0
1,1,1,0.0,3,2,66.0,1,2,47.56,10.0,457,286.64,370,0,0,0,0
1,2,6,2.32134,129,26,93.5,1,4,15.98,6.67,458,287.45,371,1,0,0,0
1,1,1,0.0,12,0,625.0,0,6,28.02,49.0,459,288.43,20,1,1,1,1
2,2,2,0.137099,63,41,150.0,1,6,36.0,16.5,58,32.29,67,0,0,0,0
1,2,2,0.9760209999999999,0,22,157.0,1,2,22.66,4.0,460,289.05,6,0,0,0,0
2,3,3,1.14319,315,22,153.67,0,3,3.57,3.67,19,14.53,22,1,0,1,1
1,9,12,2.86694,22,237,336.0,1,6,50.88,3.92,461,289.13,21,0,0,0,0
1,3,3,1.31607,63,5,215.0,0,5,0.02,10.33,462,290.11,22,1,0,1,1
1,4,16,3.5878099999999997,1305,4,8.06,0,2,0.31,0.56,463,291.11,372,0,0,0,0
1,1,3,1.39215,3,15,58.0,0,1,0.01,0.33,464,292.11,373,0,0,0,0
1,7,18,3.57065,145,307,92.44,0,6,6.08,2.83,465,293.1,374,0,0,0,0
1,5,13,3.23624,89,93,92.92,0,4,7.58,3.15,466,294.09,375,0,0,0,0
1,5,18,3.45367,311,392,86.39,0,4,0.35,2.17,467,294.88,376,0,0,0,0
1,1,1,0.0,5,2,311.0,0,1,0.8,4.0,468,295.43,377,0,0,0,0
1,1,1,0.0,1,2,314.0,0,1,0.06,5.0,469,296.4,378,0,0,0,0
2,9,10,3.29647,23,11,182.0,0,7,45.09,4.8,470,297.29,424,0,0,0,1
1,1,1,0.0,1,6,110.0,0,2,4.31,11.0,471,298.28,380,0,0,0,0
1,1,1,0.0,25,7,40.0,0,3,18.89,5.0,28,24.87,4,0,0,0,0
1,1,1,0.0,2,1,119.0,0,2,3.44,7.0,29,25.87,9,0,0,0,0
1,1,1,0.0,1,1,58.0,0,3,0.0,6.0,30,26.87,10,0,0,0,0
1,1,1,0.0,13,0,58.0,0,3,0.0,7.0,31,27.87,11,0,0,0,0
1,1,1,0.0,7,1,71.0,0,3,0.01,8.0,32,28.87,12,0,0,0,0
1,1,1,0.0,4,3,77.0,0,3,0.07,9.0,33,29.86,13,0,0,0,0
1,1,1,0.0,3,4,78.0,0,3,0.0,10.0,34,30.86,14,0,0,0,0
1,1,1,0.0,2,2,77.0,0,3,0.0,11.0,35,31.86,15,0,0,0,0
1,1,1,0.0,4,3,77.0,0,3,0.0,12.0,36,32.86,16,0,0,0,0
0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,37,33.86,0,0,0,0,0
1,1,1,0.0,4,4,78.0,0,3,0.0,13.0,38,34.86,5,0,0,0,0
1,4,6,2.1291700000000002,73,47,87.0,0,4,19.63,6.0,472,298.85,381,0,0,0,0
1,1,4,2.0,24,20,256.25,1,2,10.87,2.25,473,299.85,382,0,0,0,0
1,1,1,0.0,1,1,209.0,1,2,50.17,19.0,474,300.8,383,0,0,0,0
1,1,1,0.0,2,2,209.0,1,2,0.02,20.0,475,301.79,384,0,0,0,0
1,1,1,0.0,7,5,194.0,0,4,0.18,21.0,476,302.75,385,0,0,0,0
2,6,10,2.70408,362,96,158.3,0,6,32.14,5.5,59,33.01,52,1,0,0,0
1,1,1,0.0,0,0,295.0,0,2,0.01,4.0,60,34.01,52,0,0,0,0
1,1,1,0.0,1,1,295.0,0,2,0.08,5.0,61,35.01,53,0,0,0,0
1,1,1,0.0,5,2,341.0,0,2,10.3,20.0,477,303.13,386,0,0,0,0
1,1,1,0.0,1,2,120.0,0,2,1.86,8.0,39,35.7,17,0,0,0,0
1,1,1,0.0,25,8,119.0,0,2,3.2,9.0,40,36.41,18,0,0,0,0
2,2,5,2.22955,269,2,27.2,0,2,0.0,2.0,41,37.41,20,0,0,0,0
1,1,1,0.0,5,0,0.0,0,0,0.0,0.0,42,38.41,20,0,0,0,0
1,1,1,0.0,4,4,172.0,0,2,0.01,11.0,43,39.41,21,0,0,0,0
1,1,1,0.0,4,4,172.0,0,2,0.0,12.0,44,40.41,22,0,0,0,0
1,1,1,0.0,3,16,172.0,0,2,0.01,13.0,45,41.41,23,0,0,0,0
1,1,1,0.0,4,4,159.0,0,2,0.0,14.0,46,42.41,24,0,0,0,0
1,1,1,0.0,4,4,159.0,0,2,0.0,15.0,47,43.41,25,0,0,0,0
1,1,1,0.0,202,126,159.0,0,2,0.02,16.0,48,44.4,26,0,0,0,0
1,1,1,0.0,4,4,235.0,0,2,0.0,17.0,49,45.4,27,0,0,0,0
0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,50,46.4,0,0,0,0,0
1,1,1,0.0,4,4,235.0,0,2,0.0,18.0,51,47.4,10,0,0,0,0
1,2,3,1.04085,5,7,290.33,1,2,54.76,0.67,478,302.04,7,0,0,0,0
1,1,2,1.0,9,3,138.0,1,2,40.4,11.0,479,300.77,387,0,0,0,0
0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,9,8.06,0,0,0,0,0
0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,10,9.03,0,0,0,0,0
6,37,45,5.06025,173,156,224.98,0,12,48.2,4.2,480,300.01,582,1,0,1,1
1,1,1,0.0,2,4,124.0,0,3,70.38,9.0,52,47.45,5,0,0,0,0
